PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Name_unmarried,Name_posh,Name_military,Name_service
14,0,3,1,39.0,1,5,31.275,0,0,0,0,0,0,0,0,0,0
330,1,1,0,16.0,0,1,57.9792,0,1,0,0,0,0,1,0,0,0
72,0,3,0,16.0,5,2,46.9,0,0,0,0,0,0,1,0,0,0
741,1,1,1,29.69911764705882,0,0,30.0,0,0,0,1,0,0,0,0,0,0
703,0,3,0,18.0,0,1,14.4542,0,0,0,0,0,0,1,0,0,0
502,0,3,0,21.0,0,0,7.75,0,0,0,0,0,0,1,0,0,0
794,0,1,1,29.69911764705882,0,0,30.6958,0,0,0,0,0,0,0,0,0,0
745,1,3,1,31.0,0,0,7.925,0,0,0,0,0,0,0,0,0,0
640,0,3,1,29.69911764705882,1,0,16.1,0,0,0,0,0,0,0,0,0,0
505,1,1,0,16.0,0,0,86.5,0,1,0,0,0,0,1,0,0,0
273,1,2,0,41.0,0,1,19.5,0,0,0,0,0,0,0,0,0,0
717,1,1,0,38.0,0,0,227.525,0,0,1,0,0,0,1,0,0,0
126,1,3,1,12.0,1,0,11.2417,0,0,0,0,0,0,0,0,0,0
218,0,2,1,42.0,1,0,27.0,0,0,0,0,0,0,0,0,0,0
176,0,3,1,18.0,1,1,7.8542,0,0,0,0,0,0,0,0,0,0
861,0,3,1,41.0,2,0,14.1083,0,0,0,0,0,0,0,0,0,0
160,0,3,1,29.69911764705882,8,2,69.55,0,0,0,0,0,0,0,0,0,0
608,1,1,1,27.0,0,0,30.5,0,0,0,0,0,0,0,0,0,0
64,0,3,1,4.0,3,2,27.9,0,0,0,0,0,0,0,0,0,0
304,1,2,0,29.69911764705882,0,0,12.35,0,0,0,0,1,0,1,0,0,0
744,0,3,1,24.0,1,0,16.1,0,0,0,0,0,0,0,0,0,0
789,1,3,1,1.0,1,2,20.575,0,0,0,0,0,0,0,0,0,0
710,1,3,1,29.69911764705882,1,1,15.2458,0,0,0,0,0,0,0,0,0,0
546,0,1,1,64.0,0,0,26.0,0,0,0,0,0,0,0,0,0,0
700,0,3,1,42.0,0,0,7.65,0,0,0,0,0,1,0,0,0,0
496,0,3,1,29.69911764705882,0,0,14.4583,0,0,0,0,0,0,0,0,0,0
444,1,2,0,28.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
426,0,3,1,29.69911764705882,0,0,7.25,0,0,0,0,0,0,0,0,0,0
834,0,3,1,23.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,0
597,1,2,0,29.69911764705882,0,0,33.0,0,0,0,0,0,0,1,0,0,0
56,1,1,1,29.69911764705882,0,0,35.5,0,0,1,0,0,0,0,0,0,0
838,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0
434,0,3,1,17.0,0,0,7.125,0,0,0,0,0,0,0,0,0,0
195,1,1,0,44.0,0,0,27.7208,0,1,0,0,0,0,0,0,0,0
529,0,3,1,39.0,0,0,7.925,0,0,0,0,0,0,0,0,0,0
803,1,1,1,11.0,1,2,120.0,0,1,0,0,0,0,0,0,0,0
244,0,3,1,22.0,0,0,7.125,0,0,0,0,0,0,0,0,0,0
408,1,2,1,3.0,1,1,18.75,0,0,0,0,0,0,0,0,0,0
119,0,1,1,24.0,0,1,247.5208,0,1,0,0,0,0,0,0,0,0
358,0,2,0,38.0,0,0,13.0,0,0,0,0,0,0,1,0,0,0
548,1,2,1,29.69911764705882,0,0,13.8625,0,0,0,0,0,0,0,0,0,0
619,1,2,0,4.0,2,1,39.0,0,0,0,0,0,1,1,0,0,0
773,0,2,0,57.0,0,0,10.5,0,0,0,0,1,0,0,0,0,0
492,0,3,1,21.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0
75,1,3,1,32.0,0,0,56.4958,0,0,0,0,0,0,0,0,0,0
677,0,3,1,24.5,0,0,8.05,0,0,0,0,0,0,0,0,0,0
823,0,1,1,38.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
391,1,1,1,36.0,1,2,120.0,0,1,0,0,0,0,0,0,0,0
138,0,1,1,37.0,1,0,53.1,0,0,1,0,0,0,0,0,0,0
360,1,3,0,29.69911764705882,0,0,7.8792,0,0,0,0,0,0,1,0,0,0
150,0,2,1,42.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
102,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,0,0,0,0,0,0,0
45,1,3,0,19.0,0,0,7.8792,0,0,0,0,0,0,1,0,0,0
523,0,3,1,29.69911764705882,0,0,7.225,0,0,0,0,0,0,0,0,0,0
145,0,2,1,18.0,0,0,11.5,0,0,0,0,0,0,0,0,0,0
52,0,3,1,21.0,0,0,7.8,0,0,0,0,0,0,0,0,0,0
864,0,3,0,29.69911764705882,8,2,69.55,0,0,0,0,0,0,1,0,0,0
768,0,3,0,30.5,0,0,7.75,0,0,0,0,0,0,1,0,0,0
802,1,2,0,31.0,1,1,26.25,0,0,0,0,0,0,0,0,0,0
693,1,3,1,29.69911764705882,0,0,56.4958,0,0,0,0,0,0,0,0,0,0
792,0,2,1,16.0,0,0,26.0,0,0,0,0,0,0,0,0,0,0
739,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,0,0,0,0,0,0,0
690,1,1,0,15.0,0,1,211.3375,0,1,0,0,0,0,1,0,0,0
239,0,2,1,19.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0
257,1,1,0,29.69911764705882,0,0,79.2,0,0,0,0,0,0,0,0,0,0
591,0,3,1,35.0,0,0,7.125,0,0,0,0,0,0,0,0,0,0
544,1,2,1,32.0,1,0,26.0,0,0,0,0,0,0,0,0,0,0
76,0,3,1,25.0,0,0,7.65,0,0,0,0,0,1,0,0,0,0
258,1,1,0,30.0,0,0,86.5,0,1,0,0,0,0,1,0,0,0
78,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0
846,0,3,1,42.0,0,0,7.55,0,0,0,0,0,0,0,0,0,0
335,1,1,0,29.69911764705882,1,0,133.65,0,0,0,0,0,0,0,0,0,0
820,0,3,1,10.0,3,2,27.9,0,0,0,0,0,0,0,0,0,0
271,0,1,1,29.69911764705882,0,0,31.0,0,0,0,0,0,0,0,0,0,0
890,1,1,1,26.0,0,0,30.0,0,0,1,0,0,0,0,0,0,0
419,0,2,1,30.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
398,0,2,1,46.0,0,0,26.0,0,0,0,0,0,0,0,0,0,0
79,1,2,1,0.83,0,2,29.0,0,0,0,0,0,0,0,0,0,0
701,1,1,0,18.0,1,0,227.525,0,0,1,0,0,0,0,0,0,0
55,0,1,1,65.0,0,1,61.9792,0,1,0,0,0,0,0,0,0,0
49,0,3,1,29.69911764705882,2,0,21.6792,0,0,0,0,0,0,0,0,0,0
716,0,3,1,19.0,0,0,7.65,0,0,0,0,0,1,0,0,0,0
491,0,3,1,29.69911764705882,1,0,19.9667,0,0,0,0,0,0,0,0,0,0
146,0,2,1,19.0,1,1,36.75,0,0,0,0,0,0,0,0,0,0
711,1,1,0,24.0,0,0,49.5042,0,0,1,0,0,0,0,0,0,0
130,0,3,1,45.0,0,0,6.975,0,0,0,0,0,0,0,0,0,0
376,1,1,0,29.69911764705882,1,0,82.1708,0,0,0,0,0,0,0,0,0,0
825,0,3,1,2.0,4,1,39.6875,0,0,0,0,0,0,0,0,0,0
205,1,3,1,18.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0
811,0,3,1,26.0,0,0,7.8875,0,0,0,0,0,0,0,0,0,0
372,0,3,1,18.0,1,0,6.4958,0,0,0,0,0,0,0,0,0,0
122,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0
373,0,3,1,19.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0
723,0,2,1,34.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
493,0,1,1,55.0,0,0,30.5,0,0,1,0,0,0,0,0,0,0
566,0,3,1,24.0,2,0,24.15,0,0,0,0,0,0,0,0,0,0
853,0,3,0,9.0,1,1,15.2458,0,0,0,0,0,0,1,0,0,0
177,0,3,1,29.69911764705882,3,1,25.4667,0,0,0,0,0,0,0,0,0,0
289,1,2,1,42.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
185,1,3,0,4.0,0,2,22.025,0,0,0,0,0,0,1,0,0,0
620,0,2,1,26.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0
778,1,3,0,5.0,0,0,12.475,0,0,0,0,0,0,1,0,0,0
364,0,3,1,35.0,0,0,7.05,0,0,0,0,0,0,0,0,0,0
567,0,3,1,19.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,0
765,0,3,1,16.0,0,0,7.775,0,0,0,0,0,0,0,0,0,0
97,0,1,1,71.0,0,0,34.6542,1,0,0,0,0,0,0,0,0,0
887,0,2,1,27.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
721,1,2,0,6.0,0,1,33.0,0,0,0,0,0,0,1,0,0,0
276,1,1,0,63.0,1,0,77.9583,0,0,0,1,0,0,1,0,0,0
95,0,3,1,59.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0
724,0,2,1,50.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
366,0,3,1,30.0,0,0,7.25,0,0,0,0,0,0,0,0,0,0
282,0,3,1,28.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,0
158,0,3,1,30.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0
494,0,1,1,71.0,0,0,49.5042,0,0,0,0,0,0,0,0,0,0
169,0,1,1,29.69911764705882,0,0,25.925,0,0,0,0,0,0,0,0,0,0
135,0,2,1,25.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
469,0,3,1,29.69911764705882,0,0,7.725,0,0,0,0,0,0,0,0,0,0
403,0,3,0,21.0,1,0,9.825,0,0,0,0,0,0,1,0,0,0
551,1,1,1,17.0,0,2,110.8833,0,0,1,0,0,0,0,0,0,0
511,1,3,1,29.0,0,0,7.75,0,0,0,0,0,0,0,0,0,0
227,1,2,1,19.0,0,0,10.5,0,0,0,0,0,0,0,0,0,0
808,0,3,0,18.0,0,0,7.775,0,0,0,0,0,0,1,0,0,0
147,1,3,1,27.0,0,0,7.7958,0,0,0,0,0,0,0,0,0,0
818,0,2,1,31.0,1,1,37.0042,0,0,0,0,0,0,0,0,0,0
573,1,1,1,36.0,0,0,26.3875,0,0,0,0,1,0,0,0,0,0
430,1,3,1,32.0,0,0,8.05,0,0,0,0,1,0,0,0,0,0
810,1,1,0,33.0,1,0,53.1,0,0,0,0,1,0,0,0,0,0
121,0,2,1,21.0,2,0,73.5,0,0,0,0,0,0,0,0,0,0
679,0,3,0,43.0,1,6,46.9,0,0,0,0,0,0,0,0,0,0
284,1,3,1,19.0,0,0,8.05,0,0,0,0,0,0,0,0,0,0
144,0,3,1,19.0,0,0,6.75,0,0,0,0,0,0,0,0,0,0
245,0,3,1,30.0,0,0,7.225,0,0,0,0,0,0,0,0,0,0
33,1,3,0,29.69911764705882,0,0,7.75,0,0,0,0,0,0,1,0,0,0
641,0,3,1,20.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,0
264,0,1,1,40.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0
43,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,0,0,0,0,0,0,0
490,1,3,1,9.0,1,1,15.9,0,0,0,0,0,0,0,0,0,0
181,0,3,0,29.69911764705882,8,2,69.55,0,0,0,0,0,0,1,0,0,0
622,1,1,1,42.0,1,0,52.5542,0,0,0,1,0,0,0,0,0,0
771,0,3,1,24.0,0,0,9.5,0,0,0,0,0,0,0,0,0,0
602,0,3,1,29.69911764705882,0,0,7.8958,0,0,0,0,0,0,0,0,0,0
512,0,3,1,29.69911764705882,0,0,8.05,0,0,0,0,0,0,0,0,0,0
877,0,3,1,20.0,0,0,9.8458,0,0,0,0,0,0,0,0,0,0
74,0,3,1,26.0,1,0,14.4542,0,0,0,0,0,0,0,0,0,0
105,0,3,1,37.0,2,0,7.925,0,0,0,0,0,0,0,0,0,0
680,1,1,1,36.0,0,1,512.3292,0,1,0,0,0,0,0,0,0,0
